Course Title,Rating,Reviews,Organization,Level,Skill Outcome,Exact Learning Period,link,,,,,,,,,,
What is the Metaverse? free,4.6 stars,667 reviews,What is the Metaverse? free course by Meta,Beginner," Computer Graphics, Human Computer Interaction, Virtual Reality ",1-3 months,/learn/what-is-the-metaverse,,,,,,,,,,0
Digital Fashion Innovation specialization ,4.6 stars,109 reviews,Digital Fashion Innovation specialization by Parsons School of Design,Intermediate," Business Analysis, Business Transformation, Design and Product ",1-3 months,/specializations/digitalfashioninnovation,,,,,,,,,,0
Developing Back-End Apps with Node.js and Express,4.3 stars,141 reviews,Developing Back-End Apps with Node.js and Express course by IBM,Intermediate," Computer Programming, Computer Programming Tools, Web Development ",1 month,/learn/developing-backend-apps-with-nodejs-and-express,,,,,,,,,,0
Gestión de Proyectos specialization ,4.8 stars,491 reviews,Gestión de Proyectos specialization by Tecnológico de Monterrey,Beginner," Strategy and Operations, Project Management, Leadership and Management ",3-6 months,/specializations/gestion-proyectos,,,,,,,,,,0
Foundations of Global Health specialization ,4.7 stars,1.1k reviews,Foundations of Global Health specialization by Johns Hopkins University,Beginner," Leadership and Management, Business Psychology, Entrepreneurship ",3-6 months,/specializations/global-health,,,,,,,,,,0
CompTIA Practice,3.5 stars,106 reviews,CompTIA Practice course by LearnQuest,Beginner," Security Engineering, Computer Architecture, Computer Security Incident Management ",1 month,/learn/comptia-practice,,,,,,,,,,0
Introduction to Genomic Technologies,4.6 stars,4.3k reviews,Introduction to Genomic Technologies course by Johns Hopkins University,Mixed," Probability & Statistics, Bioinformatics, Data Analysis ",1 month,/learn/introduction-genomics,,,,,,,,,,0
Online Learning  Design for Educators specialization ,4.7 stars,250 reviews,Online Learning  Design for Educators specialization by Macquarie University,Beginner," Business Psychology, Entrepreneurship, Human Learning ",3-6 months,/specializations/online-learning-design-educators,,,,,,,,,,0
Building Cloud Computing Solutions at Scale specialization ,4.4 stars,336 reviews,Building Cloud Computing Solutions at Scale specialization by Duke University,Intermediate," Cloud Computing, DevOps, Data Management ",3-6 months,/specializations/building-cloud-computing-solutions-at-scale,,,,,,,,,,0
Customer Experiences with Contact Center AI - Dialogflow ES specialization ,4.5 stars,202 reviews,Customer Experiences with Contact Center AI - Dialogflow ES specialization by Google Cloud,Intermediate," Machine Learning, Natural Language Processing, Computer Programming ",3-6 months,/specializations/customer-experience-gcp,,,,,,,,,,0
The Data Scientist’s Toolbox,4.6 stars,33.7k reviews,The Data Scientist’s Toolbox course by Johns Hopkins University,Mixed," R Programming, Big Data, Computer Programming Tools ",1 month,/learn/data-scientists-tools,,,,,,,,,,0
Advanced React,4.6 stars,592 reviews,Advanced React course by Meta,Advanced," Computer Programming, Front-End Web Development, Javascript ",1 month,/learn/advanced-react,,,,,,,,,,0
Good with Words: Speaking and Presenting specialization ,4.6 stars,162 reviews,Good with Words: Speaking and Presenting specialization by University of Michigan,Beginner," Communication, Business Communication, Storytelling ",3-6 months,/specializations/good-with-words-speaking-and-presenting,,,,,,,,,,0
Improving Leadership & Governance in Nonprofit Organizations specialization ,4.4 stars,217 reviews,Improving Leadership & Governance in Nonprofit Organizations specialization by University at Buffalo,Beginner," Leadership and Management, Business Psychology, Entrepreneurship ",3-6 months,/specializations/nonprofit,,,,,,,,,,0
Network Security & Database Vulnerabilities,4.7 stars,2.9k reviews,Network Security & Database Vulnerabilities course by IBM,Beginner," Security Engineering, Computer Networking, Network Model ",1-3 months,/learn/network-security-database-vulnerabilities,,,,,,,,,,0
The Basics of Trauma Surgery free,4.5 stars,202 reviews,The Basics of Trauma Surgery free course by Technische Universität München (TUM),Intermediate," Machine Learning, Algorithms, Deep Learning ",1-3 months,/learn/trauma-surgery-basics,,,,,,,,,,0
Product Management Essentials,4.6 stars,216 reviews,Product Management Essentials course by University of Maryland,Beginner," Design and Product, Entrepreneurship, Product Management ",1 month,/learn/product-management-essentials,,,,,,,,,,0
Developing Industrial Internet of Things specialization ,4.6 stars,609 reviews,Developing Industrial Internet of Things specialization by University of Colorado Boulder,Intermediate," Computer Architecture, Theoretical Computer Science, Computer Networking ",3-6 months,/specializations/developing-industrial-iot,,,,,,,,,,0
Effective Programming in Scala,4.7 stars,146 reviews,Effective Programming in Scala course by École Polytechnique Fédérale de Lausanne,Intermediate," Computer Programming, Programming Principles, Scala Programming ",1-3 months,/learn/effective-scala,,,,,,,,,,0
Security Awareness Training,4.7 stars,1.2k reviews,Security Awareness Training course by ISC2,Beginner," Security Engineering, Human Factors (Security), Computer Networking ",1-3 months,/learn/security-awareness-training,,,,,,,,,,0
Spacecraft Dynamics and Control specialization ,4.8 stars,396 reviews,Spacecraft Dynamics and Control specialization by University of Colorado Boulder,Advanced," Mathematics, Linear Algebra, Differential Equations ",3-6 months,/specializations/spacecraft-dynamics-control,,,,,,,,,,0
Introduction to HTML5,4.7 stars,26.9k reviews,Introduction to HTML5 course by University of Michigan,Mixed," HTML and CSS, Web Development, Network Architecture ",1 month,/learn/html,,,,,,,,,,0
Data-Driven Decision Making (DDDM) specialization ,4.6 stars,307 reviews,Data-Driven Decision Making (DDDM) specialization by University at Buffalo,Beginner," Business Analysis, Data Analysis, Leadership and Management ",1-3 months,/specializations/data-driven-decision-making,,,,,,,,,,0
"Coding for Designers, Managers, and Entrepreneurs specialization ",4.1 stars,58 reviews,Coding for Designers,Beginner," Web Development, HTML and CSS, Computer Programming ",1-3 months,/specializations/coding-for-managers,,,,,,,,,,0
Cyber Threat Intelligence,4.7 stars,1.5k reviews,Cyber Threat Intelligence course by IBM,Beginner," Security Engineering, Cyberattacks, Network Security ",1-3 months,/learn/ibm-cyber-threat-intelligence,,,,,,,,,,0
Digital Transformation,4.8 stars,5.9k reviews,Digital Transformation course by University of Virginia,Beginner," Business Analysis, Business Transformation, Entrepreneurship ",1 month,/learn/bcg-uva-darden-digital-transformation,,,,,,,,,,0
Developing APIs with Google Cloud's Apigee API Platform specialization ,4.7 stars,2.8k reviews,Developing APIs with Google Cloud's Apigee API Platform specialization by Google Cloud,Intermediate," Computer Programming, Cloud Computing, Google Cloud Platform ",3-6 months,/specializations/apigee-api-gcp,,,,,,,,,,0
Coding Interview Preparation,4.7 stars,227 reviews,Coding Interview Preparation course by Meta,Intermediate," Theoretical Computer Science, Data Structures, Research and Design ",1 month,/learn/coding-interview-preparation,,,,,,,,,,0
Android App Development specialization ,4.5 stars,3.6k reviews,Android App Development specialization by Vanderbilt University,Beginner," Mobile Development, Android Development, Java Programming ",3-6 months,/specializations/android-app-development,,,,,,,,,,0
Getting started with Flutter Development project ,4.4 stars,85 reviews,Getting started with Flutter Development project by Google Cloud,Beginner," Network Security, Project Management, Strategy and Operations ",1 month,/projects/googlecloud-getting-started-with-flutter-development-guo1q,,,,,,,,,,0
Expressway to Data Science: Python Programming specialization ,4.7 stars,91 reviews,Expressway to Data Science: Python Programming specialization by University of Colorado Boulder,Beginner," Computer Programming, Python Programming, Statistical Programming ",1-3 months,/specializations/python-programming-data-science,,,,,,,,,,0
Innovación y emprendimiento specialization ,4.8 stars,239 reviews,Innovación y emprendimiento specialization by Tecnológico de Monterrey,Advanced," Research and Design, Entrepreneurship, Innovation ",3-6 months,/specializations/innovacion,,,,,,,,,,0
Developing Innovative Ideas for Product Leaders,4.4 stars,110 reviews,Developing Innovative Ideas for Product Leaders course by University of Maryland,Beginner," Entrepreneurship, Leadership and Management, Strategy and Operations ",1 month,/learn/developing-innovative-ideas-for-product-leaders,,,,,,,,,,0
Scrum Master Certification: Scrum Methodologies,4.7 stars,636 reviews,Scrum Master Certification: Scrum Methodologies course by LearnQuest,Beginner," Agile Software Development, Scrum (Software Development), Software Engineering ",1 month,/learn/csm-practice-process-management,,,,,,,,,,0
Impacts of the Environment on Global Public Health specialization ,4.8 stars,127 reviews,Impacts of the Environment on Global Public Health specialization by University of Michigan,Beginner," Probability & Statistics, Computer Networking, Accounting ",3-6 months,/specializations/impacts-of-the-environment-on-global-public-health,,,,,,,,,,0
Probabilistic Graphical Models 1: Representation,4.6 stars,1.4k reviews,Probabilistic Graphical Models 1: Representation course by Stanford University,Advanced," Probability & Statistics, Machine Learning, General Statistics ",1-3 months,/learn/probabilistic-graphical-models,,,,,,,,,,0
Sample-based Learning Methods,4.7 stars,1.2k reviews,Sample-based Learning Methods course by University of Alberta,Intermediate," Machine Learning, Reinforcement Learning, Business Psychology ",1-3 months,/learn/sample-based-learning-methods,,,,,,,,,,0
Data-driven Astronomy free,4.8 stars,1.3k reviews,Data-driven Astronomy free course by The University of Sydney,Intermediate," Computer Programming, Statistical Programming, Machine Learning ",1-3 months,/learn/data-driven-astronomy,,,,,,,,,,0
Health Coaching Conversations,4.7 stars,74 reviews,Health Coaching Conversations course by Imperial College London,Beginner," Communication, Design and Product, Product Design ",1 month,/learn/healthcoachingconversations,,,,,,,,,,0
Django Application Development with SQL and Databases,4.6 stars,150 reviews,Django Application Development with SQL and Databases course by IBM,Intermediate," Django (Web Framework), Other Web Frameworks, Web Development ",1-3 months,/learn/developing-applications-with-sql-databases-and-django,,,,,,,,,,0
First Order Optical System Design,4.3 stars,295 reviews,First Order Optical System Design course by University of Colorado Boulder,Advanced," Entrepreneurship, Leadership and Management, Problem Solving ",1-3 months,/learn/first-order-optical-system-design,,,,,,,,,,0
Introduction to Cyber Attacks,4.7 stars,2.7k reviews,Introduction to Cyber Attacks course by New York University,Beginner," Cyberattacks, Information Technology, Security Engineering ",1 month,/learn/intro-cyber-attacks,,,,,,,,,,0
Supply Chain Finance and Blockchain Technology specialization ,4.5 stars,344 reviews,Supply Chain Finance and Blockchain Technology specialization by New York Institute of Finance,Intermediate," Finance, Supply Chain and Logistics, Supply Chain Systems ",3-6 months,/specializations/supply-chain-finance-and-blockchain-technology,,,,,,,,,,0
Data Science at Scale specialization ,4.2 stars,908 reviews,Data Science at Scale specialization by University of Washington,Intermediate," Data Management, Machine Learning, Python Programming ",3-6 months,/specializations/data-science,,,,,,,,,,0
Cyber Incident Response specialization ,4.6 stars,165 reviews,Cyber Incident Response specialization by Infosec,Beginner," Computer Security Incident Management, Leadership and Management, Security Engineering ",3-6 months,/specializations/cyber-incident-response,,,,,,,,,,0
"Incident Response, BC, and DR Concepts",4.8 stars,113 reviews,Incident Response,Beginner," Computer Security Incident Management, Entrepreneurship, Finance ",1-3 months,/learn/incident-response-bc-and-dr-concepts,,,,,,,,,,0
"Introduction to Software, Programming, and Databases",4.8 stars,179 reviews,Introduction to Software,Beginner," Computer Programming, Databases, System Software ",1-3 months,/learn/introduction-software-programming-and-databases,,,,,,,,,,0
